identifier,image_path,asy_path,function_type
ellipse_h1.06_k1.4_a2.53_b1.46,/content/drive/MyDrive/StarSparkProj/AsymptoteDataset_Full/ellipse_h1.06_k1.4_a2.53_b1.46.png,/content/drive/MyDrive/StarSparkProj/AsymptoteDataset_Full/ellipse_h1.06_k1.4_a2.53_b1.46.asy,ellipse
ellipse_h-0.5_k0.65_a3.95_b2.21,/content/drive/MyDrive/StarSparkProj/AsymptoteDataset_Full/ellipse_h-0.5_k0.65_a3.95_b2.21.png,/content/drive/MyDrive/StarSparkProj/AsymptoteDataset_Full/ellipse_h-0.5_k0.65_a3.95_b2.21.asy,ellipse
ellipse_h0.36_k0.23_a2.18_b1.26,/content/drive/MyDrive/StarSparkProj/AsymptoteDataset_Full/ellipse_h0.36_k0.23_a2.18_b1.26.png,/content/drive/MyDrive/StarSparkProj/AsymptoteDataset_Full/ellipse_h0.36_k0.23_a2.18_b1.26.asy,ellipse
ellipse_h-0.91_k0.29_a2.91_b2.95,/content/drive/MyDrive/StarSparkProj/AsymptoteDataset_Full/ellipse_h-0.91_k0.29_a2.91_b2.95.png,/content/drive/MyDrive/StarSparkProj/AsymptoteDataset_Full/ellipse_h-0.91_k0.29_a2.91_b2.95.asy,ellipse
ellipse_h1.22_k0.12_a2.65_b2.65,/content/drive/MyDrive/StarSparkProj/AsymptoteDataset_Full/ellipse_h1.22_k0.12_a2.65_b2.65.png,/content/drive/MyDrive/StarSparkProj/AsymptoteDataset_Full/ellipse_h1.22_k0.12_a2.65_b2.65.asy,ellipse
ellipse_h0.89_k1.3_a1.65_b2.97,/content/drive/MyDrive/StarSparkProj/AsymptoteDataset_Full/ellipse_h0.89_k1.3_a1.65_b2.97.png,/content/drive/MyDrive/StarSparkProj/AsymptoteDataset_Full/ellipse_h0.89_k1.3_a1.65_b2.97.asy,ellipse
ellipse_h0.86_k-0.81_a2.35_b1.3,/content/drive/MyDrive/StarSparkProj/AsymptoteDataset_Full/ellipse_h0.86_k-0.81_a2.35_b1.3.png,/content/drive/MyDrive/StarSparkProj/AsymptoteDataset_Full/ellipse_h0.86_k-0.81_a2.35_b1.3.asy,ellipse
ellipse_h-0.49_k-0.38_a3.25_b1.4,/content/drive/MyDrive/StarSparkProj/AsymptoteDataset_Full/ellipse_h-0.49_k-0.38_a3.25_b1.4.png,/content/drive/MyDrive/StarSparkProj/AsymptoteDataset_Full/ellipse_h-0.49_k-0.38_a3.25_b1.4.asy,ellipse
ellipse_h1.29_k-0.92_a3.4_b2.6,/content/drive/MyDrive/StarSparkProj/AsymptoteDataset_Full/ellipse_h1.29_k-0.92_a3.4_b2.6.png,/content/drive/MyDrive/StarSparkProj/AsymptoteDataset_Full/ellipse_h1.29_k-0.92_a3.4_b2.6.asy,ellipse
ellipse_h1.43_k-1.39_a2.2_b1.28,/content/drive/MyDrive/StarSparkProj/AsymptoteDataset_Full/ellipse_h1.43_k-1.39_a2.2_b1.28.png,/content/drive/MyDrive/StarSparkProj/AsymptoteDataset_Full/ellipse_h1.43_k-1.39_a2.2_b1.28.asy,ellipse
ellipse_h-0.95_k-1.0_a1.93_b1.82,/content/drive/MyDrive/StarSparkProj/AsymptoteDataset_Full/ellipse_h-0.95_k-1.0_a1.93_b1.82.png,/content/drive/MyDrive/StarSparkProj/AsymptoteDataset_Full/ellipse_h-0.95_k-1.0_a1.93_b1.82.asy,ellipse
ellipse_h-1.1_k0.82_a2.23_b2.38,/content/drive/MyDrive/StarSparkProj/AsymptoteDataset_Full/ellipse_h-1.1_k0.82_a2.23_b2.38.png,/content/drive/MyDrive/StarSparkProj/AsymptoteDataset_Full/ellipse_h-1.1_k0.82_a2.23_b2.38.asy,ellipse
ellipse_h1.49_k-0.55_a3.79_b2.34,/content/drive/MyDrive/StarSparkProj/AsymptoteDataset_Full/ellipse_h1.49_k-0.55_a3.79_b2.34.png,/content/drive/MyDrive/StarSparkProj/AsymptoteDataset_Full/ellipse_h1.49_k-0.55_a3.79_b2.34.asy,ellipse
ellipse_h-1.01_k-0.26_a3.55_b1.1,/content/drive/MyDrive/StarSparkProj/AsymptoteDataset_Full/ellipse_h-1.01_k-0.26_a3.55_b1.1.png,/content/drive/MyDrive/StarSparkProj/AsymptoteDataset_Full/ellipse_h-1.01_k-0.26_a3.55_b1.1.asy,ellipse
ellipse_h-0.03_k-0.29_a2.53_b1.82,/content/drive/MyDrive/StarSparkProj/AsymptoteDataset_Full/ellipse_h-0.03_k-0.29_a2.53_b1.82.png,/content/drive/MyDrive/StarSparkProj/AsymptoteDataset_Full/ellipse_h-0.03_k-0.29_a2.53_b1.82.asy,ellipse
ellipse_h-0.67_k-1.36_a1.68_b1.21,/content/drive/MyDrive/StarSparkProj/AsymptoteDataset_Full/ellipse_h-0.67_k-1.36_a1.68_b1.21.png,/content/drive/MyDrive/StarSparkProj/AsymptoteDataset_Full/ellipse_h-0.67_k-1.36_a1.68_b1.21.asy,ellipse
ellipse_h1.49_k-0.87_a2.44_b1.19,/content/drive/MyDrive/StarSparkProj/AsymptoteDataset_Full/ellipse_h1.49_k-0.87_a2.44_b1.19.png,/content/drive/MyDrive/StarSparkProj/AsymptoteDataset_Full/ellipse_h1.49_k-0.87_a2.44_b1.19.asy,ellipse
ellipse_h0.28_k-0.45_a3.21_b1.6,/content/drive/MyDrive/StarSparkProj/AsymptoteDataset_Full/ellipse_h0.28_k-0.45_a3.21_b1.6.png,/content/drive/MyDrive/StarSparkProj/AsymptoteDataset_Full/ellipse_h0.28_k-0.45_a3.21_b1.6.asy,ellipse
ellipse_h-0.49_k0.95_a2.95_b2.82,/content/drive/MyDrive/StarSparkProj/AsymptoteDataset_Full/ellipse_h-0.49_k0.95_a2.95_b2.82.png,/content/drive/MyDrive/StarSparkProj/AsymptoteDataset_Full/ellipse_h-0.49_k0.95_a2.95_b2.82.asy,ellipse
ellipse_h-1.37_k0.24_a3.76_b2.9,/content/drive/MyDrive/StarSparkProj/AsymptoteDataset_Full/ellipse_h-1.37_k0.24_a3.76_b2.9.png,/content/drive/MyDrive/StarSparkProj/AsymptoteDataset_Full/ellipse_h-1.37_k0.24_a3.76_b2.9.asy,ellipse
ellipse_h-0.33_k0.95_a2.29_b1.18,/content/drive/MyDrive/StarSparkProj/AsymptoteDataset_Full/ellipse_h-0.33_k0.95_a2.29_b1.18.png,/content/drive/MyDrive/StarSparkProj/AsymptoteDataset_Full/ellipse_h-0.33_k0.95_a2.29_b1.18.asy,ellipse
ellipse_h0.96_k-0.48_a2.08_b1.34,/content/drive/MyDrive/StarSparkProj/AsymptoteDataset_Full/ellipse_h0.96_k-0.48_a2.08_b1.34.png,/content/drive/MyDrive/StarSparkProj/AsymptoteDataset_Full/ellipse_h0.96_k-0.48_a2.08_b1.34.asy,ellipse
ellipse_h-0.82_k-1.2_a3.87_b1.28,/content/drive/MyDrive/StarSparkProj/AsymptoteDataset_Full/ellipse_h-0.82_k-1.2_a3.87_b1.28.png,/content/drive/MyDrive/StarSparkProj/AsymptoteDataset_Full/ellipse_h-0.82_k-1.2_a3.87_b1.28.asy,ellipse
ellipse_h0.24_k-0.75_a2.05_b2.1,/content/drive/MyDrive/StarSparkProj/AsymptoteDataset_Full/ellipse_h0.24_k-0.75_a2.05_b2.1.png,/content/drive/MyDrive/StarSparkProj/AsymptoteDataset_Full/ellipse_h0.24_k-0.75_a2.05_b2.1.asy,ellipse
ellipse_h0.01_k-1.16_a3.14_b1.22,/content/drive/MyDrive/StarSparkProj/AsymptoteDataset_Full/ellipse_h0.01_k-1.16_a3.14_b1.22.png,/content/drive/MyDrive/StarSparkProj/AsymptoteDataset_Full/ellipse_h0.01_k-1.16_a3.14_b1.22.asy,ellipse
ellipse_h0.44_k0.45_a2.92_b1.04,/content/drive/MyDrive/StarSparkProj/AsymptoteDataset_Full/ellipse_h0.44_k0.45_a2.92_b1.04.png,/content/drive/MyDrive/StarSparkProj/AsymptoteDataset_Full/ellipse_h0.44_k0.45_a2.92_b1.04.asy,ellipse
ellipse_h0.57_k-0.35_a3.87_b2.77,/content/drive/MyDrive/StarSparkProj/AsymptoteDataset_Full/ellipse_h0.57_k-0.35_a3.87_b2.77.png,/content/drive/MyDrive/StarSparkProj/AsymptoteDataset_Full/ellipse_h0.57_k-0.35_a3.87_b2.77.asy,ellipse
ellipse_h1.47_k-0.81_a3.38_b1.52,/content/drive/MyDrive/StarSparkProj/AsymptoteDataset_Full/ellipse_h1.47_k-0.81_a3.38_b1.52.png,/content/drive/MyDrive/StarSparkProj/AsymptoteDataset_Full/ellipse_h1.47_k-0.81_a3.38_b1.52.asy,ellipse
ellipse_h0.62_k0.51_a2.28_b1.32,/content/drive/MyDrive/StarSparkProj/AsymptoteDataset_Full/ellipse_h0.62_k0.51_a2.28_b1.32.png,/content/drive/MyDrive/StarSparkProj/AsymptoteDataset_Full/ellipse_h0.62_k0.51_a2.28_b1.32.asy,ellipse
ellipse_h-1.03_k-0.97_a2.14_b1.27,/content/drive/MyDrive/StarSparkProj/AsymptoteDataset_Full/ellipse_h-1.03_k-0.97_a2.14_b1.27.png,/content/drive/MyDrive/StarSparkProj/AsymptoteDataset_Full/ellipse_h-1.03_k-0.97_a2.14_b1.27.asy,ellipse
ellipse_h1.12_k0.39_a3.35_b1.55,/content/drive/MyDrive/StarSparkProj/AsymptoteDataset_Full/ellipse_h1.12_k0.39_a3.35_b1.55.png,/content/drive/MyDrive/StarSparkProj/AsymptoteDataset_Full/ellipse_h1.12_k0.39_a3.35_b1.55.asy,ellipse
ellipse_h-1.1_k-0.03_a2.07_b1.08,/content/drive/MyDrive/StarSparkProj/AsymptoteDataset_Full/ellipse_h-1.1_k-0.03_a2.07_b1.08.png,/content/drive/MyDrive/StarSparkProj/AsymptoteDataset_Full/ellipse_h-1.1_k-0.03_a2.07_b1.08.asy,ellipse
ellipse_h-1.26_k0.35_a3.34_b1.54,/content/drive/MyDrive/StarSparkProj/AsymptoteDataset_Full/ellipse_h-1.26_k0.35_a3.34_b1.54.png,/content/drive/MyDrive/StarSparkProj/AsymptoteDataset_Full/ellipse_h-1.26_k0.35_a3.34_b1.54.asy,ellipse
ellipse_h0.72_k1.37_a2.18_b1.65,/content/drive/MyDrive/StarSparkProj/AsymptoteDataset_Full/ellipse_h0.72_k1.37_a2.18_b1.65.png,/content/drive/MyDrive/StarSparkProj/AsymptoteDataset_Full/ellipse_h0.72_k1.37_a2.18_b1.65.asy,ellipse
ellipse_h-1.32_k0.87_a1.5_b2.24,/content/drive/MyDrive/StarSparkProj/AsymptoteDataset_Full/ellipse_h-1.32_k0.87_a1.5_b2.24.png,/content/drive/MyDrive/StarSparkProj/AsymptoteDataset_Full/ellipse_h-1.32_k0.87_a1.5_b2.24.asy,ellipse
ellipse_h-0.32_k-0.04_a3.08_b2.2,/content/drive/MyDrive/StarSparkProj/AsymptoteDataset_Full/ellipse_h-0.32_k-0.04_a3.08_b2.2.png,/content/drive/MyDrive/StarSparkProj/AsymptoteDataset_Full/ellipse_h-0.32_k-0.04_a3.08_b2.2.asy,ellipse
ellipse_h0.61_k0.84_a3.8_b2.12,/content/drive/MyDrive/StarSparkProj/AsymptoteDataset_Full/ellipse_h0.61_k0.84_a3.8_b2.12.png,/content/drive/MyDrive/StarSparkProj/AsymptoteDataset_Full/ellipse_h0.61_k0.84_a3.8_b2.12.asy,ellipse
ellipse_h-0.13_k0.33_a1.58_b2.38,/content/drive/MyDrive/StarSparkProj/AsymptoteDataset_Full/ellipse_h-0.13_k0.33_a1.58_b2.38.png,/content/drive/MyDrive/StarSparkProj/AsymptoteDataset_Full/ellipse_h-0.13_k0.33_a1.58_b2.38.asy,ellipse
ellipse_h-0.36_k-0.68_a1.72_b2.98,/content/drive/MyDrive/StarSparkProj/AsymptoteDataset_Full/ellipse_h-0.36_k-0.68_a1.72_b2.98.png,/content/drive/MyDrive/StarSparkProj/AsymptoteDataset_Full/ellipse_h-0.36_k-0.68_a1.72_b2.98.asy,ellipse
ellipse_h1.18_k0.72_a3.79_b1.94,/content/drive/MyDrive/StarSparkProj/AsymptoteDataset_Full/ellipse_h1.18_k0.72_a3.79_b1.94.png,/content/drive/MyDrive/StarSparkProj/AsymptoteDataset_Full/ellipse_h1.18_k0.72_a3.79_b1.94.asy,ellipse
ellipse_h1.28_k-1.04_a2.95_b2.85,/content/drive/MyDrive/StarSparkProj/AsymptoteDataset_Full/ellipse_h1.28_k-1.04_a2.95_b2.85.png,/content/drive/MyDrive/StarSparkProj/AsymptoteDataset_Full/ellipse_h1.28_k-1.04_a2.95_b2.85.asy,ellipse
ellipse_h0.92_k-1.0_a2.02_b2.54,/content/drive/MyDrive/StarSparkProj/AsymptoteDataset_Full/ellipse_h0.92_k-1.0_a2.02_b2.54.png,/content/drive/MyDrive/StarSparkProj/AsymptoteDataset_Full/ellipse_h0.92_k-1.0_a2.02_b2.54.asy,ellipse
ellipse_h0.43_k0.47_a3.9_b2.22,/content/drive/MyDrive/StarSparkProj/AsymptoteDataset_Full/ellipse_h0.43_k0.47_a3.9_b2.22.png,/content/drive/MyDrive/StarSparkProj/AsymptoteDataset_Full/ellipse_h0.43_k0.47_a3.9_b2.22.asy,ellipse
ellipse_h0.46_k1.14_a1.86_b1.83,/content/drive/MyDrive/StarSparkProj/AsymptoteDataset_Full/ellipse_h0.46_k1.14_a1.86_b1.83.png,/content/drive/MyDrive/StarSparkProj/AsymptoteDataset_Full/ellipse_h0.46_k1.14_a1.86_b1.83.asy,ellipse
ellipse_h-0.1_k-0.68_a2.2_b2.31,/content/drive/MyDrive/StarSparkProj/AsymptoteDataset_Full/ellipse_h-0.1_k-0.68_a2.2_b2.31.png,/content/drive/MyDrive/StarSparkProj/AsymptoteDataset_Full/ellipse_h-0.1_k-0.68_a2.2_b2.31.asy,ellipse
ellipse_h-0.4_k1.4_a2.24_b2.39,/content/drive/MyDrive/StarSparkProj/AsymptoteDataset_Full/ellipse_h-0.4_k1.4_a2.24_b2.39.png,/content/drive/MyDrive/StarSparkProj/AsymptoteDataset_Full/ellipse_h-0.4_k1.4_a2.24_b2.39.asy,ellipse
ellipse_h-1.05_k-1.09_a2.65_b1.67,/content/drive/MyDrive/StarSparkProj/AsymptoteDataset_Full/ellipse_h-1.05_k-1.09_a2.65_b1.67.png,/content/drive/MyDrive/StarSparkProj/AsymptoteDataset_Full/ellipse_h-1.05_k-1.09_a2.65_b1.67.asy,ellipse
ellipse_h-1.31_k1.5_a2.27_b2.22,/content/drive/MyDrive/StarSparkProj/AsymptoteDataset_Full/ellipse_h-1.31_k1.5_a2.27_b2.22.png,/content/drive/MyDrive/StarSparkProj/AsymptoteDataset_Full/ellipse_h-1.31_k1.5_a2.27_b2.22.asy,ellipse
ellipse_h0.33_k-1.35_a3.36_b1.42,/content/drive/MyDrive/StarSparkProj/AsymptoteDataset_Full/ellipse_h0.33_k-1.35_a3.36_b1.42.png,/content/drive/MyDrive/StarSparkProj/AsymptoteDataset_Full/ellipse_h0.33_k-1.35_a3.36_b1.42.asy,ellipse
ellipse_h0.7_k0.64_a2.71_b2.51,/content/drive/MyDrive/StarSparkProj/AsymptoteDataset_Full/ellipse_h0.7_k0.64_a2.71_b2.51.png,/content/drive/MyDrive/StarSparkProj/AsymptoteDataset_Full/ellipse_h0.7_k0.64_a2.71_b2.51.asy,ellipse
ellipse_h-1.35_k-0.25_a3.43_b2.95,/content/drive/MyDrive/StarSparkProj/AsymptoteDataset_Full/ellipse_h-1.35_k-0.25_a3.43_b2.95.png,/content/drive/MyDrive/StarSparkProj/AsymptoteDataset_Full/ellipse_h-1.35_k-0.25_a3.43_b2.95.asy,ellipse
ellipse_h-0.01_k-0.89_a1.55_b1.83,/content/drive/MyDrive/StarSparkProj/AsymptoteDataset_Full/ellipse_h-0.01_k-0.89_a1.55_b1.83.png,/content/drive/MyDrive/StarSparkProj/AsymptoteDataset_Full/ellipse_h-0.01_k-0.89_a1.55_b1.83.asy,ellipse
ellipse_h0.13_k-1.25_a3.79_b2.95,/content/drive/MyDrive/StarSparkProj/AsymptoteDataset_Full/ellipse_h0.13_k-1.25_a3.79_b2.95.png,/content/drive/MyDrive/StarSparkProj/AsymptoteDataset_Full/ellipse_h0.13_k-1.25_a3.79_b2.95.asy,ellipse
ellipse_h0.83_k-0.09_a2.97_b1.86,/content/drive/MyDrive/StarSparkProj/AsymptoteDataset_Full/ellipse_h0.83_k-0.09_a2.97_b1.86.png,/content/drive/MyDrive/StarSparkProj/AsymptoteDataset_Full/ellipse_h0.83_k-0.09_a2.97_b1.86.asy,ellipse
ellipse_h-0.99_k1.41_a2.33_b2.61,/content/drive/MyDrive/StarSparkProj/AsymptoteDataset_Full/ellipse_h-0.99_k1.41_a2.33_b2.61.png,/content/drive/MyDrive/StarSparkProj/AsymptoteDataset_Full/ellipse_h-0.99_k1.41_a2.33_b2.61.asy,ellipse
ellipse_h0.87_k1.07_a3.22_b1.53,/content/drive/MyDrive/StarSparkProj/AsymptoteDataset_Full/ellipse_h0.87_k1.07_a3.22_b1.53.png,/content/drive/MyDrive/StarSparkProj/AsymptoteDataset_Full/ellipse_h0.87_k1.07_a3.22_b1.53.asy,ellipse
ellipse_h-0.53_k-0.37_a3.3_b2.46,/content/drive/MyDrive/StarSparkProj/AsymptoteDataset_Full/ellipse_h-0.53_k-0.37_a3.3_b2.46.png,/content/drive/MyDrive/StarSparkProj/AsymptoteDataset_Full/ellipse_h-0.53_k-0.37_a3.3_b2.46.asy,ellipse
ellipse_h-0.73_k-1.44_a1.82_b1.28,/content/drive/MyDrive/StarSparkProj/AsymptoteDataset_Full/ellipse_h-0.73_k-1.44_a1.82_b1.28.png,/content/drive/MyDrive/StarSparkProj/AsymptoteDataset_Full/ellipse_h-0.73_k-1.44_a1.82_b1.28.asy,ellipse
ellipse_h-1.15_k0.46_a3.46_b1.35,/content/drive/MyDrive/StarSparkProj/AsymptoteDataset_Full/ellipse_h-1.15_k0.46_a3.46_b1.35.png,/content/drive/MyDrive/StarSparkProj/AsymptoteDataset_Full/ellipse_h-1.15_k0.46_a3.46_b1.35.asy,ellipse
ellipse_h-0.34_k-1.46_a1.91_b2.82,/content/drive/MyDrive/StarSparkProj/AsymptoteDataset_Full/ellipse_h-0.34_k-1.46_a1.91_b2.82.png,/content/drive/MyDrive/StarSparkProj/AsymptoteDataset_Full/ellipse_h-0.34_k-1.46_a1.91_b2.82.asy,ellipse
ellipse_h-1.39_k-0.59_a2.0_b1.79,/content/drive/MyDrive/StarSparkProj/AsymptoteDataset_Full/ellipse_h-1.39_k-0.59_a2.0_b1.79.png,/content/drive/MyDrive/StarSparkProj/AsymptoteDataset_Full/ellipse_h-1.39_k-0.59_a2.0_b1.79.asy,ellipse
ellipse_h0.19_k-1.19_a3.0_b1.63,/content/drive/MyDrive/StarSparkProj/AsymptoteDataset_Full/ellipse_h0.19_k-1.19_a3.0_b1.63.png,/content/drive/MyDrive/StarSparkProj/AsymptoteDataset_Full/ellipse_h0.19_k-1.19_a3.0_b1.63.asy,ellipse
ellipse_h0.75_k-1.2_a2.98_b1.29,/content/drive/MyDrive/StarSparkProj/AsymptoteDataset_Full/ellipse_h0.75_k-1.2_a2.98_b1.29.png,/content/drive/MyDrive/StarSparkProj/AsymptoteDataset_Full/ellipse_h0.75_k-1.2_a2.98_b1.29.asy,ellipse
ellipse_h1.07_k1.33_a3.39_b1.85,/content/drive/MyDrive/StarSparkProj/AsymptoteDataset_Full/ellipse_h1.07_k1.33_a3.39_b1.85.png,/content/drive/MyDrive/StarSparkProj/AsymptoteDataset_Full/ellipse_h1.07_k1.33_a3.39_b1.85.asy,ellipse
ellipse_h-0.48_k-0.98_a3.89_b2.5,/content/drive/MyDrive/StarSparkProj/AsymptoteDataset_Full/ellipse_h-0.48_k-0.98_a3.89_b2.5.png,/content/drive/MyDrive/StarSparkProj/AsymptoteDataset_Full/ellipse_h-0.48_k-0.98_a3.89_b2.5.asy,ellipse
ellipse_h0.43_k-0.55_a2.91_b1.63,/content/drive/MyDrive/StarSparkProj/AsymptoteDataset_Full/ellipse_h0.43_k-0.55_a2.91_b1.63.png,/content/drive/MyDrive/StarSparkProj/AsymptoteDataset_Full/ellipse_h0.43_k-0.55_a2.91_b1.63.asy,ellipse
ellipse_h-1.35_k1.02_a1.52_b1.41,/content/drive/MyDrive/StarSparkProj/AsymptoteDataset_Full/ellipse_h-1.35_k1.02_a1.52_b1.41.png,/content/drive/MyDrive/StarSparkProj/AsymptoteDataset_Full/ellipse_h-1.35_k1.02_a1.52_b1.41.asy,ellipse
ellipse_h-0.13_k1.32_a2.28_b1.16,/content/drive/MyDrive/StarSparkProj/AsymptoteDataset_Full/ellipse_h-0.13_k1.32_a2.28_b1.16.png,/content/drive/MyDrive/StarSparkProj/AsymptoteDataset_Full/ellipse_h-0.13_k1.32_a2.28_b1.16.asy,ellipse
ellipse_h0.52_k0.02_a2.79_b1.58,/content/drive/MyDrive/StarSparkProj/AsymptoteDataset_Full/ellipse_h0.52_k0.02_a2.79_b1.58.png,/content/drive/MyDrive/StarSparkProj/AsymptoteDataset_Full/ellipse_h0.52_k0.02_a2.79_b1.58.asy,ellipse
ellipse_h-0.6_k1.37_a2.9_b1.1,/content/drive/MyDrive/StarSparkProj/AsymptoteDataset_Full/ellipse_h-0.6_k1.37_a2.9_b1.1.png,/content/drive/MyDrive/StarSparkProj/AsymptoteDataset_Full/ellipse_h-0.6_k1.37_a2.9_b1.1.asy,ellipse
ellipse_h0.54_k-0.21_a3.62_b2.17,/content/drive/MyDrive/StarSparkProj/AsymptoteDataset_Full/ellipse_h0.54_k-0.21_a3.62_b2.17.png,/content/drive/MyDrive/StarSparkProj/AsymptoteDataset_Full/ellipse_h0.54_k-0.21_a3.62_b2.17.asy,ellipse
ellipse_h-0.66_k0.49_a3.35_b1.68,/content/drive/MyDrive/StarSparkProj/AsymptoteDataset_Full/ellipse_h-0.66_k0.49_a3.35_b1.68.png,/content/drive/MyDrive/StarSparkProj/AsymptoteDataset_Full/ellipse_h-0.66_k0.49_a3.35_b1.68.asy,ellipse
ellipse_h0.47_k0.26_a3.12_b2.2,/content/drive/MyDrive/StarSparkProj/AsymptoteDataset_Full/ellipse_h0.47_k0.26_a3.12_b2.2.png,/content/drive/MyDrive/StarSparkProj/AsymptoteDataset_Full/ellipse_h0.47_k0.26_a3.12_b2.2.asy,ellipse
ellipse_h-1.25_k0.38_a3.29_b1.53,/content/drive/MyDrive/StarSparkProj/AsymptoteDataset_Full/ellipse_h-1.25_k0.38_a3.29_b1.53.png,/content/drive/MyDrive/StarSparkProj/AsymptoteDataset_Full/ellipse_h-1.25_k0.38_a3.29_b1.53.asy,ellipse
ellipse_h0.11_k-1.07_a1.97_b2.68,/content/drive/MyDrive/StarSparkProj/AsymptoteDataset_Full/ellipse_h0.11_k-1.07_a1.97_b2.68.png,/content/drive/MyDrive/StarSparkProj/AsymptoteDataset_Full/ellipse_h0.11_k-1.07_a1.97_b2.68.asy,ellipse
ellipse_h0.18_k0.33_a2.4_b1.3,/content/drive/MyDrive/StarSparkProj/AsymptoteDataset_Full/ellipse_h0.18_k0.33_a2.4_b1.3.png,/content/drive/MyDrive/StarSparkProj/AsymptoteDataset_Full/ellipse_h0.18_k0.33_a2.4_b1.3.asy,ellipse
ellipse_h-1.16_k-0.58_a2.68_b1.76,/content/drive/MyDrive/StarSparkProj/AsymptoteDataset_Full/ellipse_h-1.16_k-0.58_a2.68_b1.76.png,/content/drive/MyDrive/StarSparkProj/AsymptoteDataset_Full/ellipse_h-1.16_k-0.58_a2.68_b1.76.asy,ellipse
ellipse_h-1.29_k1.4_a3.07_b1.34,/content/drive/MyDrive/StarSparkProj/AsymptoteDataset_Full/ellipse_h-1.29_k1.4_a3.07_b1.34.png,/content/drive/MyDrive/StarSparkProj/AsymptoteDataset_Full/ellipse_h-1.29_k1.4_a3.07_b1.34.asy,ellipse
ellipse_h-0.56_k-1.01_a3.56_b2.27,/content/drive/MyDrive/StarSparkProj/AsymptoteDataset_Full/ellipse_h-0.56_k-1.01_a3.56_b2.27.png,/content/drive/MyDrive/StarSparkProj/AsymptoteDataset_Full/ellipse_h-0.56_k-1.01_a3.56_b2.27.asy,ellipse
ellipse_h-1.41_k0.45_a3.05_b1.04,/content/drive/MyDrive/StarSparkProj/AsymptoteDataset_Full/ellipse_h-1.41_k0.45_a3.05_b1.04.png,/content/drive/MyDrive/StarSparkProj/AsymptoteDataset_Full/ellipse_h-1.41_k0.45_a3.05_b1.04.asy,ellipse
ellipse_h-1.01_k-0.72_a3.64_b1.98,/content/drive/MyDrive/StarSparkProj/AsymptoteDataset_Full/ellipse_h-1.01_k-0.72_a3.64_b1.98.png,/content/drive/MyDrive/StarSparkProj/AsymptoteDataset_Full/ellipse_h-1.01_k-0.72_a3.64_b1.98.asy,ellipse
ellipse_h0.91_k0.1_a1.86_b2.91,/content/drive/MyDrive/StarSparkProj/AsymptoteDataset_Full/ellipse_h0.91_k0.1_a1.86_b2.91.png,/content/drive/MyDrive/StarSparkProj/AsymptoteDataset_Full/ellipse_h0.91_k0.1_a1.86_b2.91.asy,ellipse
ellipse_h1.07_k0.5_a2.41_b1.78,/content/drive/MyDrive/StarSparkProj/AsymptoteDataset_Full/ellipse_h1.07_k0.5_a2.41_b1.78.png,/content/drive/MyDrive/StarSparkProj/AsymptoteDataset_Full/ellipse_h1.07_k0.5_a2.41_b1.78.asy,ellipse
ellipse_h-1.46_k1.02_a2.7_b1.92,/content/drive/MyDrive/StarSparkProj/AsymptoteDataset_Full/ellipse_h-1.46_k1.02_a2.7_b1.92.png,/content/drive/MyDrive/StarSparkProj/AsymptoteDataset_Full/ellipse_h-1.46_k1.02_a2.7_b1.92.asy,ellipse
ellipse_h-0.51_k0.23_a3.11_b2.43,/content/drive/MyDrive/StarSparkProj/AsymptoteDataset_Full/ellipse_h-0.51_k0.23_a3.11_b2.43.png,/content/drive/MyDrive/StarSparkProj/AsymptoteDataset_Full/ellipse_h-0.51_k0.23_a3.11_b2.43.asy,ellipse
ellipse_h0.99_k0.88_a3.22_b2.77,/content/drive/MyDrive/StarSparkProj/AsymptoteDataset_Full/ellipse_h0.99_k0.88_a3.22_b2.77.png,/content/drive/MyDrive/StarSparkProj/AsymptoteDataset_Full/ellipse_h0.99_k0.88_a3.22_b2.77.asy,ellipse
ellipse_h0.05_k1.49_a3.66_b1.65,/content/drive/MyDrive/StarSparkProj/AsymptoteDataset_Full/ellipse_h0.05_k1.49_a3.66_b1.65.png,/content/drive/MyDrive/StarSparkProj/AsymptoteDataset_Full/ellipse_h0.05_k1.49_a3.66_b1.65.asy,ellipse
ellipse_h0.37_k0.45_a2.89_b1.08,/content/drive/MyDrive/StarSparkProj/AsymptoteDataset_Full/ellipse_h0.37_k0.45_a2.89_b1.08.png,/content/drive/MyDrive/StarSparkProj/AsymptoteDataset_Full/ellipse_h0.37_k0.45_a2.89_b1.08.asy,ellipse
ellipse_h1.5_k-0.44_a2.58_b1.92,/content/drive/MyDrive/StarSparkProj/AsymptoteDataset_Full/ellipse_h1.5_k-0.44_a2.58_b1.92.png,/content/drive/MyDrive/StarSparkProj/AsymptoteDataset_Full/ellipse_h1.5_k-0.44_a2.58_b1.92.asy,ellipse
ellipse_h-1.29_k0.24_a1.9_b1.82,/content/drive/MyDrive/StarSparkProj/AsymptoteDataset_Full/ellipse_h-1.29_k0.24_a1.9_b1.82.png,/content/drive/MyDrive/StarSparkProj/AsymptoteDataset_Full/ellipse_h-1.29_k0.24_a1.9_b1.82.asy,ellipse
